text,tokens,ner_tags,spacy_ner_tags
Y a-t-il des trajets disponibles entre CHAVILLE et BUSSY-SAINT-GEORGES dans la soirée ?,"['Y', 'a', '-t', '-il', 'des', 'trajets', 'disponibles', 'entre', 'CHAVILLE', 'et', 'BUSSY-SAINT-GEORGES', 'dans', 'la', 'soirée', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0]","[{'start': 39, 'end': 47, 'label': 'DEP'}, {'start': 51, 'end': 70, 'label': 'ARR'}]"
Quel est le chemin le plus simple pour atteindre AIX-EN-PROVENCE depuis DIJON en train ?,"['Quel', 'est', 'le', 'chemin', 'le', 'plus', 'simple', 'pour', 'atteindre', 'AIX-EN-PROVENCE', 'depuis', 'DIJON', 'en', 'train', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0]","[{'start': 72, 'end': 77, 'label': 'DEP'}, {'start': 49, 'end': 64, 'label': 'ARR'}]"
Est-ce qu'une navette circule entre CENON et SENS ?,"['Est', '-ce', ""qu'"", 'une', 'navette', 'circule', 'entre', 'CENON', 'et', 'SENS', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 36, 'end': 41, 'label': 'DEP'}, {'start': 45, 'end': 49, 'label': 'ARR'}]"
Puis-je facilement prendre un vélo de BAIE-MAHAULT à CARQUEFOU ?,"['Puis', '-je', 'facilement', 'prendre', 'un', 'vélo', 'de', 'BAIE', '-', 'MAHAULT', 'à', 'CARQUEFOU', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 38, 'end': 50, 'label': 'DEP'}, {'start': 53, 'end': 62, 'label': 'ARR'}]"
Montre-moi le trajet en covoiturage pour aller de REMIRE-MONTJOLY à MANTES-LA-JOLIE.,"['Montre', '-moi', 'le', 'trajet', 'en', 'covoiturage', 'pour', 'aller', 'de', 'REMIRE', '-', 'MONTJOLY', 'à', 'MANTES-LA-JOLIE', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 50, 'end': 65, 'label': 'DEP'}, {'start': 68, 'end': 83, 'label': 'ARR'}]"
Quels trains nocturnes desservent le trajet entre MEYZIEU et LE GOSIER ?,"['Quels', 'trains', 'nocturnes', 'desservent', 'le', 'trajet', 'entre', 'MEYZIEU', 'et', 'LE', 'GOSIER', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[{'start': 50, 'end': 57, 'label': 'DEP'}, {'start': 61, 'end': 70, 'label': 'ARR'}]"
Comment puis-je accéder à AMIENS à pied en partant de MOULINS ?,"['Comment', 'puis', '-je', 'accéder', 'à', 'AMIENS', 'à', 'pied', 'en', 'partant', 'de', 'MOULINS', '?']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0]","[{'start': 54, 'end': 61, 'label': 'DEP'}, {'start': 26, 'end': 32, 'label': 'ARR'}]"
Montre-moi un chemin touristique pour aller de MONTÉLIMAR à RIS-ORANGIS.,"['Montre', '-moi', 'un', 'chemin', 'touristique', 'pour', 'aller', 'de', 'MONTÉLIMAR', 'à', 'RIS', '-', 'ORANGIS', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[{'start': 47, 'end': 57, 'label': 'DEP'}, {'start': 60, 'end': 71, 'label': 'ARR'}]"
Puis-je prendre une correspondance rapide entre CAGNES-SUR-MER et AVIGNON ?,"['Puis', '-je', 'prendre', 'une', 'correspondance', 'rapide', 'entre', 'CAGNES-SUR-MER', 'et', 'AVIGNON', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 48, 'end': 62, 'label': 'DEP'}, {'start': 66, 'end': 73, 'label': 'ARR'}]"
Quels sont les horaires de covoiturage pour un trajet de SAINT-LAURENT-DU-VAR à VITROLLES ?,"['Quels', 'sont', 'les', 'horaires', 'de', 'covoiturage', 'pour', 'un', 'trajet', 'de', 'SAINT-LAURENT-DU-VAR', 'à', 'VITROLLES', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 57, 'end': 77, 'label': 'DEP'}, {'start': 80, 'end': 89, 'label': 'ARR'}]"
Puis-je accéder directement à DEUIL-LA-BARRE depuis CHOLET avec un vélo ?,"['Puis', '-je', 'accéder', 'directement', 'à', 'DEUIL-LA-BARRE', 'depuis', 'CHOLET', 'avec', 'un', 'vélo', '?']","[0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0]","[{'start': 52, 'end': 58, 'label': 'DEP'}, {'start': 30, 'end': 44, 'label': 'ARR'}]"
Y a-t-il un bateau pour se rendre de STAINS à BOIS-COLOMBES ?,"['Y', 'a', '-t', '-il', 'un', 'bateau', 'pour', 'se', 'rendre', 'de', 'STAINS', 'à', 'BOIS-COLOMBES', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 37, 'end': 43, 'label': 'DEP'}, {'start': 46, 'end': 59, 'label': 'ARR'}]"
Quels moyens de transport disponibles pour voyager de SEVRAN à PERTUIS le dimanche ?,"['Quels', 'moyens', 'de', 'transport', 'disponibles', 'pour', 'voyager', 'de', 'SEVRAN', 'à', 'PERTUIS', 'le', 'dimanche', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 54, 'end': 60, 'label': 'DEP'}, {'start': 63, 'end': 70, 'label': 'ARR'}]"
Combien de temps me prendra un trajet de FORT-DE-FRANCE à SOTTEVILLE-LÈS-ROUEN en scooter ?,"['Combien', 'de', 'temps', 'me', 'prendra', 'un', 'trajet', 'de', 'FORT-DE-FRANCE', 'à', 'SOTTEVILLE-LÈS-ROUEN', 'en', 'scooter', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 41, 'end': 55, 'label': 'DEP'}, {'start': 58, 'end': 78, 'label': 'ARR'}]"
Comment puis-je éviter les péages entre COMBS-LA-VILLE et ALENÇON ?,"['Comment', 'puis', '-je', 'éviter', 'les', 'péages', 'entre', 'COMBS-LA-VILLE', 'et', 'ALENÇON', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 40, 'end': 54, 'label': 'DEP'}, {'start': 58, 'end': 65, 'label': 'ARR'}]"
Trouve-moi un chemin pittoresque de MELUN à MILLAU.,"['Trouve', '-moi', 'un', 'chemin', 'pittoresque', 'de', 'MELUN', 'à', 'MILLAU', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 36, 'end': 41, 'label': 'DEP'}, {'start': 44, 'end': 50, 'label': 'ARR'}]"
Existe-t-il une liaison en bus entre ILLKIRCH-GRAFFENSTADEN et DRAGUIGNAN de nuit ?,"['Existe', '-t', '-il', 'une', 'liaison', 'en', 'bus', 'entre', 'ILLKIRCH', '-', 'GRAFFENSTADEN', 'et', 'DRAGUIGNAN', 'de', 'nuit', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]","[{'start': 37, 'end': 59, 'label': 'DEP'}, {'start': 63, 'end': 73, 'label': 'ARR'}]"
Quel est le trajet en train le plus rapide pour aller de DAX à SAINT-MANDÉ ?,"['Quel', 'est', 'le', 'trajet', 'en', 'train', 'le', 'plus', 'rapide', 'pour', 'aller', 'de', 'DAX', 'à', 'SAINT-MANDÉ', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 57, 'end': 60, 'label': 'DEP'}, {'start': 63, 'end': 74, 'label': 'ARR'}]"
Y a-t-il une voie cyclable entre LA CHAPELLE-SUR-ERDRE et L'HAŸ-LES-ROSES ?,"['Y', 'a', '-t', '-il', 'une', 'voie', 'cyclable', 'entre', 'LA', 'CHAPELLE-SUR-ERDRE', 'et', ""L'"", 'HAŸ-LES-ROSES', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 33, 'end': 54, 'label': 'DEP'}, {'start': 58, 'end': 73, 'label': 'ARR'}]"
Puis-je me rendre de FRESNES à ALÈS en transport en commun sans correspondance ?,"['Puis', '-je', 'me', 'rendre', 'de', 'FRESNES', 'à', 'ALÈS', 'en', 'transport', 'en', 'commun', 'sans', 'correspondance', '?']","[0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[{'start': 21, 'end': 28, 'label': 'DEP'}, {'start': 31, 'end': 35, 'label': 'ARR'}]"
Comment aller à PETIT-BOURG depuis THONON-LES-BAINS en voiture partagée ?,"['Comment', 'aller', 'à', 'PETIT-BOURG', 'depuis', 'THONON-LES-BAINS', 'en', 'voiture', 'partagée', '?']","[0, 0, 0, 3, 0, 1, 0, 0, 0, 0]","[{'start': 35, 'end': 51, 'label': 'DEP'}, {'start': 16, 'end': 27, 'label': 'ARR'}]"
Quels sont les itinéraires en bus de ISTRES à POISSY avec moins de trafic ?,"['Quels', 'sont', 'les', 'itinéraires', 'en', 'bus', 'de', 'ISTRES', 'à', 'POISSY', 'avec', 'moins', 'de', 'trafic', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 37, 'end': 43, 'label': 'DEP'}, {'start': 46, 'end': 52, 'label': 'ARR'}]"
Y a-t-il des options de covoiturage pour aller de LE ROBERT à RIS-ORANGIS aujourd’hui ?,"['Y', 'a', '-t', '-il', 'des', 'options', 'de', 'covoiturage', 'pour', 'aller', 'de', 'LE', 'ROBERT', 'à', 'RIS', '-', 'ORANGIS', 'aujourd’hui', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 50, 'end': 59, 'label': 'DEP'}, {'start': 62, 'end': 73, 'label': 'ARR'}]"
Comment aller de LE HAVRE à SAINT-CYR-L'ÉCOLE sans payer de frais supplémentaires ?,"['Comment', 'aller', 'de', 'LE', 'HAVRE', 'à', ""SAINT-CYR-L'ÉCOLE"", 'sans', 'payer', 'de', 'frais', 'supplémentaires', '?']","[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]","[{'start': 17, 'end': 25, 'label': 'DEP'}, {'start': 28, 'end': 45, 'label': 'ARR'}]"
Y a-t-il une ligne directe entre MARTIGUES et CAVAILLON pour un départ en soirée ?,"['Y', 'a', '-t', '-il', 'une', 'ligne', 'directe', 'entre', 'MARTIGUES', 'et', 'CAVAILLON', 'pour', 'un', 'départ', 'en', 'soirée', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]","[{'start': 33, 'end': 42, 'label': 'DEP'}, {'start': 46, 'end': 55, 'label': 'ARR'}]"
Quels trajets évitent les embouteillages entre MARCQ-EN-BARŒUL et MATOURY ?,"['Quels', 'trajets', 'évitent', 'les', 'embouteillages', 'entre', 'MARCQ-EN-BARŒUL', 'et', 'MATOURY', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 47, 'end': 62, 'label': 'DEP'}, {'start': 66, 'end': 73, 'label': 'ARR'}]"
Peux-tu m’aider à trouver un trajet panoramique de VILLEURBANNE à YERRES ?,"['Peux', '-', 'tu', 'm’', 'aider', 'à', 'trouver', 'un', 'trajet', 'panoramique', 'de', 'VILLEURBANNE', 'à', 'YERRES', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 51, 'end': 63, 'label': 'DEP'}, {'start': 66, 'end': 72, 'label': 'ARR'}]"
Y a-t-il des trains directs de nuit de VIGNEUX-SUR-SEINE à RUEIL-MALMAISON ?,"['Y', 'a', '-t', '-il', 'des', 'trains', 'directs', 'de', 'nuit', 'de', 'VIGNEUX-SUR-SEINE', 'à', 'RUEIL', '-', 'MALMAISON', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[{'start': 39, 'end': 56, 'label': 'DEP'}, {'start': 59, 'end': 74, 'label': 'ARR'}]"
Peux-tu me conseiller une heure pour éviter le trafic entre BRIVE-LA-GAILLARDE et MILLAU ?,"['Peux', '-', 'tu', 'me', 'conseiller', 'une', 'heure', 'pour', 'éviter', 'le', 'trafic', 'entre', 'BRIVE-LA-GAILLARDE', 'et', 'MILLAU', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 60, 'end': 78, 'label': 'DEP'}, {'start': 82, 'end': 88, 'label': 'ARR'}]"
Existe-t-il une liaison directe de CLICHY à WASQUEHAL le dimanche ?,"['Existe', '-t', '-il', 'une', 'liaison', 'directe', 'de', 'CLICHY', 'à', 'WASQUEHAL', 'le', 'dimanche', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 35, 'end': 41, 'label': 'DEP'}, {'start': 44, 'end': 53, 'label': 'ARR'}]"
Quel est le trajet le plus simple en covoiturage de SÈTE à ACHÈRES ?,"['Quel', 'est', 'le', 'trajet', 'le', 'plus', 'simple', 'en', 'covoiturage', 'de', 'SÈTE', 'à', 'ACHÈRES', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 52, 'end': 56, 'label': 'DEP'}, {'start': 59, 'end': 66, 'label': 'ARR'}]"
Puis-je emprunter un itinéraire court de TOURS à BRUNOY sans embouteillages ?,"['Puis', '-je', 'emprunter', 'un', 'itinéraire', 'court', 'de', 'TOURS', 'à', 'BRUNOY', 'sans', 'embouteillages', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 41, 'end': 46, 'label': 'DEP'}, {'start': 49, 'end': 55, 'label': 'ARR'}]"
Quels sont les moyens de transport disponibles entre SAINT-LOUIS et CASTRES les jours fériés ?,"['Quels', 'sont', 'les', 'moyens', 'de', 'transport', 'disponibles', 'entre', 'SAINT-LOUIS', 'et', 'CASTRES', 'les', 'jours', 'fériés', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0]","[{'start': 53, 'end': 64, 'label': 'DEP'}, {'start': 68, 'end': 75, 'label': 'ARR'}]"
Peux-tu me conseiller le meilleur itinéraire entre ALENÇON et VILLEURBANNE pour éviter les péages ?,"['Peux', '-', 'tu', 'me', 'conseiller', 'le', 'meilleur', 'itinéraire', 'entre', 'ALENÇON', 'et', 'VILLEURBANNE', 'pour', 'éviter', 'les', 'péages', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 51, 'end': 58, 'label': 'DEP'}, {'start': 62, 'end': 74, 'label': 'ARR'}]"
Combien de temps dure le trajet en vélo de NEUILLY-PLAISANCE à REZÉ ?,"['Combien', 'de', 'temps', 'dure', 'le', 'trajet', 'en', 'vélo', 'de', 'NEUILLY', '-', 'PLAISANCE', 'à', 'REZÉ', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 43, 'end': 60, 'label': 'DEP'}, {'start': 63, 'end': 67, 'label': 'ARR'}]"
Montre-moi un chemin sans encombre de JOINVILLE-LE-PONT à ABBEVILLE.,"['Montre', '-moi', 'un', 'chemin', 'sans', 'encombre', 'de', 'JOINVILLE-LE-PONT', 'à', 'ABBEVILLE', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 38, 'end': 55, 'label': 'DEP'}, {'start': 58, 'end': 67, 'label': 'ARR'}]"
Quels sont les moyens de transport pour aller de SAINT-GRATIEN à LANNION le soir ?,"['Quels', 'sont', 'les', 'moyens', 'de', 'transport', 'pour', 'aller', 'de', 'SAINT-GRATIEN', 'à', 'LANNION', 'le', 'soir', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 49, 'end': 62, 'label': 'DEP'}, {'start': 65, 'end': 72, 'label': 'ARR'}]"
Quels sont les itinéraires pour rejoindre SAINT-MAUR-DES-FOSSÉS depuis LA GARDE en passant par un point intermédiaire ?,"['Quels', 'sont', 'les', 'itinéraires', 'pour', 'rejoindre', 'SAINT-MAUR-DES-FOSSÉS', 'depuis', 'LA', 'GARDE', 'en', 'passant', 'par', 'un', 'point', 'intermédiaire', '?']","[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 71, 'end': 79, 'label': 'DEP'}, {'start': 42, 'end': 63, 'label': 'ARR'}]"
Y a-t-il des bus directs entre MONTROUGE et LE MANS avec peu d’arrêts ?,"['Y', 'a', '-t', '-il', 'des', 'bus', 'directs', 'entre', 'MONTROUGE', 'et', 'LE', 'MANS', 'avec', 'peu', 'd’', 'arrêts', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 31, 'end': 40, 'label': 'DEP'}, {'start': 44, 'end': 51, 'label': 'ARR'}]"
Puis-je voyager de nuit entre COURNON-D'AUVERGNE et PALAISEAU en bus ?,"['Puis', '-je', 'voyager', 'de', 'nuit', 'entre', 'COURNON', '-', ""D'"", 'AUVERGNE', 'et', 'PALAISEAU', 'en', 'bus', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]","[{'start': 30, 'end': 48, 'label': 'DEP'}, {'start': 52, 'end': 61, 'label': 'ARR'}]"
Peux-tu m’indiquer les options de trajet pour aller de SUCY-EN-BRIE à AJACCIO un dimanche ?,"['Peux', '-', 'tu', 'm’', 'indiquer', 'les', 'options', 'de', 'trajet', 'pour', 'aller', 'de', 'SUCY-EN-BRIE', 'à', 'AJACCIO', 'un', 'dimanche', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 55, 'end': 67, 'label': 'DEP'}, {'start': 70, 'end': 77, 'label': 'ARR'}]"
Comment éviter les correspondances entre VERSAILLES et VILLEURBANNE ?,"['Comment', 'éviter', 'les', 'correspondances', 'entre', 'VERSAILLES', 'et', 'VILLEURBANNE', '?']","[0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 41, 'end': 51, 'label': 'DEP'}, {'start': 55, 'end': 67, 'label': 'ARR'}]"
Puis-je rejoindre VERSAILLES depuis SAINT-DENIS en évitant les autoroutes ?,"['Puis', '-je', 'rejoindre', 'VERSAILLES', 'depuis', 'SAINT-DENIS', 'en', 'évitant', 'les', 'autoroutes', '?']","[0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0]","[{'start': 36, 'end': 47, 'label': 'DEP'}, {'start': 18, 'end': 28, 'label': 'ARR'}]"
Y a-t-il des bus qui passent régulièrement entre LE PERREUX-SUR-MARNE et PALAISEAU ?,"['Y', 'a', '-t', '-il', 'des', 'bus', 'qui', 'passent', 'régulièrement', 'entre', 'LE', 'PERREUX-SUR-MARNE', 'et', 'PALAISEAU', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 49, 'end': 69, 'label': 'DEP'}, {'start': 73, 'end': 82, 'label': 'ARR'}]"
Peux-tu me trouver un itinéraire de ARMENTIÈRES à SUCY-EN-BRIE en évitant les axes principaux ?,"['Peux', '-', 'tu', 'me', 'trouver', 'un', 'itinéraire', 'de', 'ARMENTIÈRES', 'à', 'SUCY-EN-BRIE', 'en', 'évitant', 'les', 'axes', 'principaux', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]","[{'start': 36, 'end': 47, 'label': 'DEP'}, {'start': 50, 'end': 62, 'label': 'ARR'}]"
Comment aller de BOURG-LÈS-VALENCE à SAINT-CLOUD en minimisant les correspondances ?,"['Comment', 'aller', 'de', 'BOURG-LÈS-VALENCE', 'à', 'SAINT-CLOUD', 'en', 'minimisant', 'les', 'correspondances', '?']","[0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 17, 'end': 34, 'label': 'DEP'}, {'start': 37, 'end': 48, 'label': 'ARR'}]"
Peux-tu trouver un trajet avec moins de marche de CREIL à CUGNAUX ?,"['Peux', '-', 'tu', 'trouver', 'un', 'trajet', 'avec', 'moins', 'de', 'marche', 'de', 'CREIL', 'à', 'CUGNAUX', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 50, 'end': 55, 'label': 'DEP'}, {'start': 58, 'end': 65, 'label': 'ARR'}]"
Y a-t-il une ligne de tramway de ALENÇON vers LIÉVIN ?,"['Y', 'a', '-t', '-il', 'une', 'ligne', 'de', 'tramway', 'de', 'ALENÇON', 'vers', 'LIÉVIN', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 33, 'end': 40, 'label': 'DEP'}, {'start': 46, 'end': 52, 'label': 'ARR'}]"
Quels sont les horaires de départ pour les bus entre SUCY-EN-BRIE et AIX-LES-BAINS ?,"['Quels', 'sont', 'les', 'horaires', 'de', 'départ', 'pour', 'les', 'bus', 'entre', 'SUCY-EN-BRIE', 'et', 'AIX-LES-BAINS', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 53, 'end': 65, 'label': 'DEP'}, {'start': 69, 'end': 82, 'label': 'ARR'}]"
Puis-je voyager en navette entre HÉNIN-BEAUMONT et ORVAULT sans trop d’attente ?,"['Puis', '-je', 'voyager', 'en', 'navette', 'entre', 'HÉNIN', '-', 'BEAUMONT', 'et', 'ORVAULT', 'sans', 'trop', 'd’', 'attente', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]","[{'start': 33, 'end': 47, 'label': 'DEP'}, {'start': 51, 'end': 58, 'label': 'ARR'}]"
Quel est le trajet le plus confortable pour aller de BEAUVAIS à ALBERTVILLE ?,"['Quel', 'est', 'le', 'trajet', 'le', 'plus', 'confortable', 'pour', 'aller', 'de', 'BEAUVAIS', 'à', 'ALBERTVILLE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 53, 'end': 61, 'label': 'DEP'}, {'start': 64, 'end': 75, 'label': 'ARR'}]"
Comment se rendre de BLAGNAC à WASQUEHAL en évitant les routes nationales ?,"['Comment', 'se', 'rendre', 'de', 'BLAGNAC', 'à', 'WASQUEHAL', 'en', 'évitant', 'les', 'routes', 'nationales', '?']","[0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]","[{'start': 21, 'end': 28, 'label': 'DEP'}, {'start': 31, 'end': 40, 'label': 'ARR'}]"
Puis-je accéder à ILLKIRCH-GRAFFENSTADEN en prenant un bus direct depuis RIS-ORANGIS ?,"['Puis', '-je', 'accéder', 'à', 'ILLKIRCH', '-', 'GRAFFENSTADEN', 'en', 'prenant', 'un', 'bus', 'direct', 'depuis', 'RIS', '-', 'ORANGIS', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 73, 'end': 84, 'label': 'DEP'}, {'start': 18, 'end': 40, 'label': 'ARR'}]"
Trouve-moi les options de transports pour aller de SAINT-ÉTIENNE à THIAIS en fin de semaine.,"['Trouve', '-moi', 'les', 'options', 'de', 'transports', 'pour', 'aller', 'de', 'SAINT-ÉTIENNE', 'à', 'THIAIS', 'en', 'fin', 'de', 'semaine', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 51, 'end': 64, 'label': 'DEP'}, {'start': 67, 'end': 73, 'label': 'ARR'}]"
Est-ce qu'il y a des itinéraires fréquents entre LE ROBERT et SARTROUVILLE ?,"['Est', '-ce', ""qu'"", 'il', 'y', 'a', 'des', 'itinéraires', 'fréquents', 'entre', 'LE', 'ROBERT', 'et', 'SARTROUVILLE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 49, 'end': 58, 'label': 'DEP'}, {'start': 62, 'end': 74, 'label': 'ARR'}]"
Quel est le trajet le moins polluant de COUDEKERQUE-BRANCHE à BÉZIERS ?,"['Quel', 'est', 'le', 'trajet', 'le', 'moins', 'polluant', 'de', 'COUDEKERQUE', '-', 'BRANCHE', 'à', 'BÉZIERS', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 40, 'end': 59, 'label': 'DEP'}, {'start': 62, 'end': 69, 'label': 'ARR'}]"
Y a-t-il des options pour rejoindre BAYONNE depuis GRASSE en mode éco ?,"['Y', 'a', '-t', '-il', 'des', 'options', 'pour', 'rejoindre', 'BAYONNE', 'depuis', 'GRASSE', 'en', 'mode', 'éco', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0]","[{'start': 51, 'end': 57, 'label': 'DEP'}, {'start': 36, 'end': 43, 'label': 'ARR'}]"
Quels sont les horaires de trains fréquents entre BEZONS et CHÂTENAY-MALABRY ?,"['Quels', 'sont', 'les', 'horaires', 'de', 'trains', 'fréquents', 'entre', 'BEZONS', 'et', 'CHÂTENAY', '-', 'MALABRY', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[{'start': 50, 'end': 56, 'label': 'DEP'}, {'start': 60, 'end': 76, 'label': 'ARR'}]"
Montre-moi les options de covoiturage pour aller de CLICHY-SOUS-BOIS à VOIRON.,"['Montre', '-moi', 'les', 'options', 'de', 'covoiturage', 'pour', 'aller', 'de', 'CLICHY-SOUS-BOIS', 'à', 'VOIRON', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 52, 'end': 68, 'label': 'DEP'}, {'start': 71, 'end': 77, 'label': 'ARR'}]"
Comment puis-je voyager de MARTIGUES à SAINT-MANDÉ en limitant les émissions ?,"['Comment', 'puis', '-je', 'voyager', 'de', 'MARTIGUES', 'à', 'SAINT-MANDÉ', 'en', 'limitant', 'les', 'émissions', '?']","[0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 27, 'end': 36, 'label': 'DEP'}, {'start': 39, 'end': 50, 'label': 'ARR'}]"
Puis-je rejoindre CAHORS depuis THONON-LES-BAINS en utilisant uniquement le tramway ?,"['Puis', '-je', 'rejoindre', 'CAHORS', 'depuis', 'THONON-LES-BAINS', 'en', 'utilisant', 'uniquement', 'le', 'tramway', '?']","[0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0]","[{'start': 32, 'end': 48, 'label': 'DEP'}, {'start': 18, 'end': 24, 'label': 'ARR'}]"
Est-ce que je peux aller de SARREGUEMINES à BREST en un trajet direct de bus ?,"['Est', '-ce', 'que', 'je', 'peux', 'aller', 'de', 'SARREGUEMINES', 'à', 'BREST', 'en', 'un', 'trajet', 'direct', 'de', 'bus', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[{'start': 28, 'end': 41, 'label': 'DEP'}, {'start': 44, 'end': 49, 'label': 'ARR'}]"
